condition,drugName,total_pred
"Conjunctivitis, Bacterial",Azithromycin,0.921889408
"Conjunctivitis, Bacterial",Besifloxacin,0.596832769
"Conjunctivitis, Bacterial",Besivance,0.734763803
"Conjunctivitis, Bacterial",Blephamide,0.074604096
"Conjunctivitis, Bacterial",Dexamethasone / neomycin / polymyxin b,0.040121337
"Conjunctivitis, Bacterial",Loteprednol / tobramycin,0.909834064
"Conjunctivitis, Bacterial",Moxeza,0.969853249
"Conjunctivitis, Bacterial",Moxifloxacin,0.80930136
"Conjunctivitis, Bacterial",Polymyxin b / trimethoprim,0.401539017
"Conjunctivitis, Bacterial",TobraDex,1.813378264
"Conjunctivitis, Bacterial",Tobramycin,0.621483706
"Conjunctivitis, Bacterial",Tobrex,0.596832769
"Conjunctivitis, Bacterial",Vigamox,1.699141295
"Conjunctivitis, Bacterial",Zylet,0.737420271
Constipation,Amitiza,0.035443516
Constipation,Bisacodyl,0.023450401
Constipation,Citrate of Magnesia,0.252262136
Constipation,ClearLax,0.100404426
Constipation,Correctol,0.034882403
Constipation,Docusate,0.034619897
Constipation,Dulcolax,0.025838614
Constipation,Dulcolax Laxative,0.020623417
Constipation,Ex-Lax Maximum Relief Formula,0.009576286
Constipation,Ex-Lax Regular Strength Pills,0.074921043
Constipation,Fleet Bisacodyl,0.020774529
Constipation,Fleet Enema,0.021655494
Constipation,Fleet Glycerin Suppositories Adult,0.002281919
Constipation,Fleet Phospho Soda,0.035011132
Constipation,Fletchers Castoria,0.014718437
Constipation,Glycerin,0.053187275
Constipation,Linaclotide,0.114926872
Constipation,Linzess,0.098428859
Constipation,Lubiprostone,0.035443516
Constipation,Magnesium citrate,0.077406314
Constipation,Magnesium hydroxide,0.082386873
Constipation,Magnesium oxide,0.219318063
Constipation,Metamucil,0.023638199
Constipation,Methylcellulose,0.047484637
Constipation,Milk of Magnesia,0.095731605
Constipation,MiraLax,0.17014927
Constipation,Phillips' Milk of Magnesia,0.077829825
Constipation,Polyethylene glycol 3350,0.18633619
Constipation,Psyllium,0.044545867
Constipation,Senna,0.038202736
Constipation,Senna Lax,0.011841205
Constipation,Senokot,0.040275982
Constipation,Sodium biphosphate / sodium phosphate,0.051216928
Constipation,Sorbitol,0.011871159
"Constipation, Acute",ClearLax,0.935766578
"Constipation, Acute",Docusate / senna,0.905946348
"Constipation, Acute",Lactulose,1.750062019
"Constipation, Acute",MiraLax,4.315295291
"Constipation, Acute",Peri-Colace,2.569178559
"Constipation, Acute",Polyethylene glycol 3350,6.376014827
"Constipation, Acute",Senokot S,2.075339545
"Constipation, Chronic",Amitiza,0.372109755
"Constipation, Chronic",Constulose,0.877414024
"Constipation, Chronic",GaviLyte-N,0.11142586
"Constipation, Chronic",GoLYTELY,0.371419534
"Constipation, Chronic",Lactulose,0.69243178
"Constipation, Chronic",Linaclotide,0.369074067
"Constipation, Chronic",Linzess,0.417984989
"Constipation, Chronic",Lubiprostone,0.279696013
"Constipation, Chronic",Methylnaltrexone,0.204280744
"Constipation, Chronic",MoviPrep,0.201412758
"Constipation, Chronic",Polyethylene glycol 3350 with electrolytes,0.063750008
"Constipation, Chronic",Relistor,0.1048665
"Constipation, Chronic",Tegaserod,0.148567814
"Constipation, Chronic",Zelnorm,0.101047145
"Constipation, Drug Induced",Amitiza,0.214495901
"Constipation, Drug Induced",Lubiprostone,0.343124693
"Constipation, Drug Induced",Methylnaltrexone,0.497844746
"Constipation, Drug Induced",Movantik,0.405249991
"Constipation, Drug Induced",Naloxegol,0.448461684
"Constipation, Drug Induced",Relistor,0.479417087
Corneal Refractive Surgery,Acular LS,30.28926301
Coronary Artery Disease,Lisinopril,84.37723267
Costochondritis,Aleve,5.192445087
Costochondritis,Naprosyn,6.392445087
Costochondritis,Naproxen,2.163518786
Cough,Acetaminophen / codeine,0.148937719
Cough,Acetaminophen / hydrocodone,0.139393103
Cough,Benadryl,0.164243021
Cough,Benzonatate,0.082827576
Cough,Buckleys Mixture,0
Cough,Cheratussin AC,0.122754755
Cough,Chlorpheniramine / hydrocodone,0.069448696
Cough,Codeine / guaifenesin,0.105656139
Cough,Codeine / promethazine,0.096807732
Cough,Delsym,0.026437285
Cough,Delsym 12 Hour Cough Relief,0.005951503
Cough,Dextromethorphan,0.038435215
Cough,Dextromethorphan / guaifenesin,0.073316174
Cough,Dextromethorphan / promethazine,0.045279726
Cough,Gabapentin,0.121732515
Cough,Guaifenesin,0.075815334
Cough,Guaifenesin / hydrocodone,0.022133185
Cough,Homatropine / hydrocodone,0.075269228
Cough,Hycodan,0.083315092
Cough,Hydromet,0.228210877
Cough,Lortab,0.199198661
Cough,Mucinex,0.107029837
Cough,Mucinex DM,0.066399554
Cough,Promethazine DM,0.049799665
Cough,Robitussin Cough + Chest Congestion DM,0.116199219
Cough,Robitussin CoughGels Long-Acting,0.021272619
Cough,Tessalon,0.100034243
Cough,Tessalon Perles,0.176779881
Cough,TussiCaps,0.108993096
Cough,Tussionex Pennkinetic,0.068447943
Cough,Tylenol with Codeine #3,0.177214198
Cough,Vicodin,0.806530926
Cough,Vicodin ES,0.035709016
Cough and Nasal Congestion,Bromfed DM,0.080836935
Cough and Nasal Congestion,Brompheniramine / dextromethorphan / phenylephrine,0.020627957
Cough and Nasal Congestion,Brompheniramine / dextromethorphan / pseudoephedrine,0.102499843
Cough and Nasal Congestion,Capmist DM,0.018691222
Cough and Nasal Congestion,Chlophedianol / guaifenesin / pseudoephedrine,0.060268654
Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan,0.1266516
Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan / phenylephrine,0.0243092
Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan / pseudoephedrine,0.0121546
Cough and Nasal Congestion,Chlorpheniramine / hydrocodone / phenylephrine,0.0121546
Cough and Nasal Congestion,Chlorpheniramine / hydrocodone / pseudoephedrine,0.124547572
Cough and Nasal Congestion,Coricidin HBP Cough & Cold,0.063115377
Cough and Nasal Congestion,Dextromethorphan / guaifenesin / phenylephrine,0
Cough and Nasal Congestion,Dimetapp Children's Cold & Cough,0
Cough and Nasal Congestion,Guaifenesin / phenylephrine,0.0729276
Cough and Nasal Congestion,Guaifenesin / pseudoephedrine,0.130358991
Cough and Nasal Congestion,Maxifed DM,0.059143352
Cough and Nasal Congestion,Mucinex D,0.176854056
Cough and Nasal Congestion,Mucinex D Maximum Strength,0.002788101
Cough and Nasal Congestion,Rezira,0.0546957
Cough and Nasal Congestion,Sildec-PE DM,0.0729276
Cough and Nasal Congestion,Zutripro,0.101088402
Crohn's Disease,Adalimumab,0.205927144
Crohn's Disease,Apriso,0.243123329
Crohn's Disease,Asacol,0.516661203
Crohn's Disease,Azathioprine,0.357645156
Crohn's Disease,Balsalazide,0.161386151
Crohn's Disease,Budesonide,0
Crohn's Disease,Canasa,0.096873976
Crohn's Disease,Certolizumab,0.2089688
Crohn's Disease,Cholestyramine,1.366999432
Crohn's Disease,Cimzia,0.156729994
Crohn's Disease,Colazal,0.198770059
Crohn's Disease,Entocort EC,2.186470646
Crohn's Disease,Entyvio,0.099314554
Crohn's Disease,Humira,1.13307583
Crohn's Disease,Hyoscyamine,0.452078552
Crohn's Disease,Imuran,0.17380047
Crohn's Disease,Infliximab,0.055745413
Crohn's Disease,Lialda,0.408962897
Crohn's Disease,Mesalamine,0.175853543
Crohn's Disease,Pentasa,0.303012754
Crohn's Disease,Prevalite,2.002062161
Crohn's Disease,Remicade,0.019122469
Crohn's Disease,Rifaximin,1.7306819
Crohn's Disease,Sulfasalazine,0.360761272
Crohn's Disease,Tacrolimus,0
Crohn's Disease,Vedolizumab,0.313776529
"Crohn's Disease, Acute",Adalimumab,8.518855222
"Crohn's Disease, Acute",Azathioprine,0.436319545
"Crohn's Disease, Acute",Budesonide,10.46435664
"Crohn's Disease, Acute",Entocort EC,10.68237401
"Crohn's Disease, Acute",Humira,3.541562952
"Crohn's Disease, Acute",Infliximab,0.89813355
"Crohn's Disease, Acute",Mercaptopurine,1.893078938
"Crohn's Disease, Acute",Metronidazole,0.135219924
"Crohn's Disease, Acute",Remicade,1.584278062
"Crohn's Disease, Maintenance",Adalimumab,1.345402699
"Crohn's Disease, Maintenance",Asacol,0.413581997
"Crohn's Disease, Maintenance",Azathioprine,0.256028251
"Crohn's Disease, Maintenance",Certolizumab,0.733173866
"Crohn's Disease, Maintenance",Cimzia,0.528107309
"Crohn's Disease, Maintenance",Humira,0.819288664
"Crohn's Disease, Maintenance",Imuran,0.451414022
"Crohn's Disease, Maintenance",Infliximab,0.624937262
"Crohn's Disease, Maintenance",Mercaptopurine,0.015569813
"Crohn's Disease, Maintenance",Mesalamine,0.482008787
"Crohn's Disease, Maintenance",Pentasa,0.453289444
"Crohn's Disease, Maintenance",Remicade,0.63047436
"Crohn's Disease, Maintenance",Salofalk,0
Croup,Decadron,2.908796966
Croup,Dexamethasone,1.658796966
Cutaneous Candidiasis,Econazole,2.163518786
Cutaneous Candidiasis,Ketoconazole,1.947166908
Cutaneous Candidiasis,Mycolog II,11.68300145
Cutaneous Candidiasis,Nystatin,1.101991388
Cutaneous Candidiasis,Nystatin / triamcinolone,4.543389452
Cutaneous Candidiasis,Nystop,3.24527818
Cutaneous Candidiasis,Xolegel,1.947166908
Cutaneous T-cell Lymphoma,Bexarotene,25.96222544
Cyclic Vomiting Syndrome,Amitriptyline,3.679216715
Cyclic Vomiting Syndrome,Elavil,1.886144583
Cyclic Vomiting Syndrome,Nortriptyline,0.876873333
Cyclic Vomiting Syndrome,Sumatriptan,1.24409038
Cyclothymic Disorde,Lamotrigine,14.11774953
Cyclothymic Disorde,Lithium,16.76612854
Cyclothymic Disorde,Oxcarbazepine,6.666107814
Cystic Fibrosis,Amikacin,1.201954881
Cystic Fibrosis,Amikin,0.924177104
Cystic Fibrosis,Azithromycin,0.147448619
Cystic Fibrosis,Creon,3.013446934
Cystic Fibrosis,Ibuprofen,2.663518786
Cystic Fibrosis,Pancrelipase,3.130789178
Dandruff,Ketoconazole,11.98583454
Deep Neck Infection,Clindamycin,2.908796966
Deep Neck Infection,Metronidazole,0
Deep Vein Thrombosis,Arixtra,0.572696149
Deep Vein Thrombosis,Dabigatran,0.785064185
Deep Vein Thrombosis,Eliquis,1.938124338
Deep Vein Thrombosis,Enoxaparin,1.467810694
Deep Vein Thrombosis,Lovenox,1.381734033
Deep Vein Thrombosis,Pradaxa,1.081759393
Deep Vein Thrombosis,Rivaroxaban,2.306860237
Deep Vein Thrombosis,Tinzaparin,0
Deep Vein Thrombosis,Xarelto,2.287823298
"Deep Vein Thrombosis, First Event",Coumadin,26.64500362
"Deep Vein Thrombosis, First Event",Warfarin,13.73358415
"Deep Vein Thrombosis, Prophylaxis",Arixtra,2.61410095
"Deep Vein Thrombosis, Prophylaxis",Dabigatran,1.425873246
"Deep Vein Thrombosis, Prophylaxis",Fondaparinux,3.399815236
"Deep Vein Thrombosis, Prophylaxis",Rivaroxaban,1.854072111
"Deep Vein Thrombosis, Prophylaxis",Xarelto,3.24527818
"Deep Vein Thrombosis, Recurrent Event",Coumadin,2.819954842
"Deep Vein Thrombosis, Recurrent Event",Rivaroxaban,6.238195449
"Deep Vein Thrombosis, Recurrent Event",Xarelto,3.241736814
Dental Abscess,Amoxicillin,1.107644509
Dental Abscess,Clarithromycin,3.327037573
Dental Abscess,Erythromycin,0.713231283
Dental Abscess,Flagyl,1.921444171
Dental Abscess,Metronidazole,1.706867781
Depression,Abilify,0.037779736
Depression,Alprazolam,0.042451162
Depression,Amitriptyline,0.037216299
Depression,Amitriptyline / chlordiazepoxide,0.014179465
Depression,Amoxapine,0.000546343
Depression,Aplenzin,0.018518171
Depression,Aripiprazole,0.040162053
Depression,Armodafinil,0.02023773
Depression,Asendin,0.03049854
Depression,Atomoxetine,0.007648804
Depression,Brexpiprazole,0.007861995
Depression,Budeprion SR,0.00296121
Depression,Budeprion XL,0.00667679
Depression,Bupropion,0.025485483
Depression,Celexa,0.031052745
Depression,Citalopram,0.017668528
Depression,Clomipramine,0.042005749
Depression,Cymbalta,0.024623788
Depression,Deplin,0.050135452
Depression,Desipramine,0.030072382
Depression,Desvenlafaxine,0.023832925
Depression,Desyrel,0.016747619
Depression,Doxepin,0.020573806
Depression,Duloxetine,0.025617553
Depression,Effexor,0.020806158
Depression,Effexor XR,0.02132542
Depression,Elavil,0.051495651
Depression,Emsam,0.037165165
Depression,Escitalopram,0.024327352
Depression,Fetzima,0.015753419
Depression,Fluoxetine,0.022558326
Depression,Fluoxetine / olanzapine,0.015573845
Depression,Fluvoxamine,0.006240508
Depression,Forfivo XL,0.025880881
Depression,Imipramine,0.001887861
Depression,Isocarboxazid,0.023835577
Depression,L-methylfolate,0.047853178
Depression,Lamotrigine,0.020052367
Depression,Levomilnacipran,0.014232087
Depression,Lexapro,0.0287597
Depression,Lisdexamfetamine,0.000293818
Depression,Lithium,0.012762403
Depression,Luvox,0.019396786
Depression,Maprotiline,0.005463431
Depression,Marplan,0.015297608
Depression,Methylphenidate,0.039433922
Depression,Mirtazapine,0.024989222
Depression,Modafinil,0.036943608
Depression,Nardil,0.018209369
Depression,Nefazodone,0.017089664
Depression,Niacin,0.072730162
Depression,Norpramin,0.06091994
Depression,Nortriptyline,0.015714722
Depression,Nuvigil,0.018343346
Depression,Olanzapine,0.020476365
Depression,Oleptro,0.053147281
Depression,Paliperidone,0.001291749
Depression,Parnate,0.032412652
Depression,Paroxetine,0.020391331
Depression,Paxil,0.017394552
Depression,Paxil CR,0.010305873
Depression,Phenelzine,0.016819846
Depression,Pristiq,0.020622137
Depression,Provigil,0.042068421
Depression,Prozac,0.033563181
Depression,Quetiapine,0.021370798
Depression,Remeron,0.041492494
Depression,Remeron SolTab,0.009387326
Depression,Rexulti,0.019901887
Depression,Risperdal,0.057366028
Depression,Risperidone,0.017263858
Depression,Selegiline,0.035512303
Depression,Seroquel,0.014809541
Depression,Seroquel XR,0.031433599
Depression,Sertraline,0.028537512
Depression,Serzone,0.030860866
Depression,Sinequan,0.023527917
Depression,St. john's wort,0.029138918
Depression,Symbyax,0.020164028
Depression,Tofranil,0.058323816
Depression,Tramadol,0.038327894
Depression,Tranylcypromine,0.013503131
Depression,Trazodone,0.039727338
Depression,Trintellix,0.0272044
Depression,Venlafaxine,0.016209509
Depression,Viibryd,0.028081658
Depression,Vilazodone,0.025964852
Depression,Vortioxetine,0.021228033
Depression,Vyvanse,0.000587636
Depression,Wellbutrin,0.041929639
Depression,Wellbutrin SR,0.046574983
Depression,Wellbutrin XL,0.033772946
Depression,Xanax,0.045147141
Depression,Xanax XR,0.033326931
Depression,Zoloft,0.047546926
Depression,Zyprexa,0.031492169
Dermatitis,Amcinonide,0
Dermatitis,Betamethasone,0.684114031
Dermatitis,Clobetasol,0.975630102
Dermatitis,Clocortolone,0.4787269
Dermatitis,Cordran Tape,0.450733081
Dermatitis,Cutar,0
Dermatitis,Desonide,0.935729317
Dermatitis,Desoximetasone,0.22536654
Dermatitis,Elocon,1.472019643
Dermatitis,Fluocinolone,0.391738093
Dermatitis,Fluocinonide,1.0106521
Dermatitis,Halobetasol,0.315513156
Dermatitis,Hydrocortisone,0.380420581
Dermatitis,Hydrocortisone / pramoxine,0.22536654
Dermatitis,Hylira,0.499409772
Dermatitis,Kenalog,1.680172563
Dermatitis,Lidex,3.88429823
Dermatitis,Locoid Lipocream,0.585953005
Dermatitis,Olux,0.734482462
Dermatitis,Orapred,1.262052625
Dermatitis,Prednisolone,0.121298245
Dermatitis,RadiaPlexRx,0.060683104
Dermatitis,Sodium hyaluronate,0.341456452
Dermatitis,Triamcinolone,1.103398266
Dermatologic Lesion,Balsam peru / castor oil / trypsin,1.81013909
Dermatologic Lesion,Granulex,0.540879697
Dermatologic Lesion,Methylprednisolone,18.38990968
Dermatological Disorders,Betamethasone,4.754934456
Dermatological Disorders,Carmol 20,6.954167528
Dermatological Disorders,Hydroquinone,1.366799133
Dermatological Disorders,Melquin HP,2.472592899
Dermatological Disorders,Salicylic acid,0.772685281
Dermatological Disorders,Silver,1.663518786
Dermatological Disorders,Urea,2.814135373
Dermatological Disorders,X-Viate,2.198749576
Dermatomyositis,Hydroxychloroquine,14.55578938
Dermatomyositis,Plaquenil,17.05578938
Dermatophytosis,Gris-PEG,8.348453343
Dermatophytosis,Griseofulvin,2.163518786
Dermatophytosis,Itraconazole,2.163518786
Dermatophytosis,Ketoconazole,2.49527818
Diabetes Insipidus,DDAVP,1.868511185
Diabetes Insipidus,Desmopressin,1.522431135
"Diabetes, Type 1",Afrezza,1.734969816
"Diabetes, Type 1",Humulin N,0.22001886
"Diabetes, Type 1",Insulin aspart,0.059161972
"Diabetes, Type 1",Insulin aspart / insulin aspart protamine,0
"Diabetes, Type 1",Insulin degludec,0.425178338
"Diabetes, Type 1",Insulin detemir,0.148064524
"Diabetes, Type 1",Insulin glargine,0.5029009
"Diabetes, Type 1",Insulin glulisine,0.126635137
"Diabetes, Type 1","Insulin inhalation, rapid acting",1.716671813
"Diabetes, Type 1",Insulin lispro,0.155073785
"Diabetes, Type 1",Insulin lispro / insulin lispro protamine,0.29335848
"Diabetes, Type 1",Insulin regular,0
"Diabetes, Type 1",Lantus,0.330028289
"Diabetes, Type 1",Liraglutide,0.635404062
"Diabetes, Type 1",NovoLog Mix 70 / 30,0
"Diabetes, Type 1",Octreotide,0.063317569
"Diabetes, Type 1",Symlin,0.158439115
"Diabetes, Type 1",Toujeo,0.07888263
"Diabetes, Type 1",Toujeo Solostar,0
"Diabetes, Type 1",Tresiba,0.216769913
"Diabetes, Type 1",Victoza,0.547847788
"Diabetes, Type 2",Acarbose,0.004146405
"Diabetes, Type 2",ActoPlus Met,0.028879429
"Diabetes, Type 2",Actos,0.075026464
"Diabetes, Type 2",Afrezza,0.044066699
"Diabetes, Type 2",Albiglutide,0.001427047
"Diabetes, Type 2",Amaryl,0.235729655
"Diabetes, Type 2",Avandia,0.015040871
"Diabetes, Type 2",Bydureon,0.042614116
"Diabetes, Type 2",Byetta,0.066313586
"Diabetes, Type 2",Canagliflozin,0.070448353
"Diabetes, Type 2",Chromium picolinate,0.256705599
"Diabetes, Type 2",Dapagliflozin,0.027911263
"Diabetes, Type 2",Dulaglutide,0.031449162
"Diabetes, Type 2",Empagliflozin,0.042060823
"Diabetes, Type 2",Empagliflozin / linagliptin,0.016507929
"Diabetes, Type 2",Exenatide,0.051075506
"Diabetes, Type 2",Exubera,0.005993127
"Diabetes, Type 2",Farxiga,0.025667699
"Diabetes, Type 2",Glimepiride,0.094557007
"Diabetes, Type 2",Glimepiride / pioglitazone,0
"Diabetes, Type 2",GlipiZIDE XL,0.150169849
"Diabetes, Type 2",Glipizide,0.121835737
"Diabetes, Type 2",Glipizide / metformin,0
"Diabetes, Type 2",Glucophage,0.165336952
"Diabetes, Type 2",Glucophage XR,0.161814424
"Diabetes, Type 2",Glucotrol,0.033696707
"Diabetes, Type 2",Glucovance,0.024576455
"Diabetes, Type 2",Glumetza,0.054878351
"Diabetes, Type 2",Glyburide,0.068684482
"Diabetes, Type 2",Glyburide / metformin,0.004297392
"Diabetes, Type 2",Glyxambi,0.022728933
"Diabetes, Type 2",Humalog,0.035958761
"Diabetes, Type 2",Humalog KwikPen,0.002534883
"Diabetes, Type 2",Humalog Mix 75 / 25,0.013983963
"Diabetes, Type 2",Humulin N,0
"Diabetes, Type 2",Insulin aspart,0.009602358
"Diabetes, Type 2",Insulin degludec,0.033418195
"Diabetes, Type 2",Insulin detemir,0.021103937
"Diabetes, Type 2",Insulin glargine,0.022808808
"Diabetes, Type 2","Insulin inhalation, rapid acting",0.034242253
"Diabetes, Type 2",Insulin isophane / insulin regular,0
"Diabetes, Type 2",Insulin lispro,0.009984185
"Diabetes, Type 2",Insulin lispro / insulin lispro protamine,0.013983963
"Diabetes, Type 2",Invokana,0.078928234
"Diabetes, Type 2",Janumet,0.087230551
"Diabetes, Type 2",Januvia,0.1093175
"Diabetes, Type 2",Jardiance,0.071154516
"Diabetes, Type 2",Jentadueto,0.005993127
"Diabetes, Type 2",Kazano,0.003995418
"Diabetes, Type 2",Kombiglyze XR,0.025231527
"Diabetes, Type 2",Lantus,0.051158339
"Diabetes, Type 2",Lantus Solostar,0.007990836
"Diabetes, Type 2",Levemir,0.025725427
"Diabetes, Type 2",Linagliptin,0.036650133
"Diabetes, Type 2",Liraglutide,0.057437786
"Diabetes, Type 2",Metformin,0.106591356
"Diabetes, Type 2",Metformin / sitagliptin,0.005732762
"Diabetes, Type 2",Nesina,0.006446087
"Diabetes, Type 2",NovoLog FlexPen,0.011986254
"Diabetes, Type 2",Novolin 70 / 30,0
"Diabetes, Type 2",Novolog,0.062916411
"Diabetes, Type 2",Onglyza,0.003755858
"Diabetes, Type 2",Pioglitazone,0.050443075
"Diabetes, Type 2",Pramlintide,0.019977089
"Diabetes, Type 2",Prandin,0.067324812
"Diabetes, Type 2",Repaglinide,0.092880374
"Diabetes, Type 2",Rosiglitazone,0.013517922
"Diabetes, Type 2",Saxagliptin,0.058079955
"Diabetes, Type 2",Sitagliptin,0.111684649
"Diabetes, Type 2",Tanzeum,0.005870804
"Diabetes, Type 2",Toujeo,0.007332375
"Diabetes, Type 2",Toujeo Solostar,0.017565122
"Diabetes, Type 2",Tradjenta,0.041636156
"Diabetes, Type 2",Tresiba,0.020740744
"Diabetes, Type 2",Trulicity,0.035071393
"Diabetes, Type 2",Victoza,0.060293001
"Diabetes, Type 2",Xigduo XR,0.035958761
Diabetic Kidney Disease,Avapro,7.31454505
Diabetic Kidney Disease,Cozaar,36.95632316
Diabetic Kidney Disease,Lisinopril,6.567724254
Diabetic Kidney Disease,Ramipril,3.581149474
Diabetic Macular Edema,Aflibercept,3.24527818
Diabetic Macular Edema,Eylea,3.24527818
Diabetic Peripheral Neuropathy,Capsaicin,0.16300484
Diabetic Peripheral Neuropathy,Cymbalta,1.252466312
Diabetic Peripheral Neuropathy,Duloxetine,0.838193034
Diabetic Peripheral Neuropathy,Gabapentin,0.57683242
Diabetic Peripheral Neuropathy,Gabarone,0.181785969
Diabetic Peripheral Neuropathy,Lyrica,1.243067901
Diabetic Peripheral Neuropathy,Nortriptyline,0.264112626
Diabetic Peripheral Neuropathy,Nucynta ER,0.033015996
Diabetic Peripheral Neuropathy,Pregabalin,1.136277542
Diabetic Peripheral Neuropathy,Tapentadol,1.414135876
Diabetic Peripheral Neuropathy,Topamax,1.366405045
Diabetic Peripheral Neuropathy,Topiramate,0.353462031
Diagnosis and Investigation,Lexiscan,5.849967874
Diagnosis and Investigation,Methacholine,0
Diagnosis and Investigation,Regadenoson,7.546636562
Diagnosis and Investigation,Tilmanocept,20.43323298
Diaper Rash,Boudreaux Butt Paste,1.065407515
Diaper Rash,Calmoseptine,1.514463151
Diaper Rash,Menthol / zinc oxide,2.157438584
Diaper Rash,Miconazole / zinc oxide,1.298111272
Diaper Rash,Vusion,0.823583454
Diaper Rash,Zinc oxide,0.865407515
Diarrhea,Alosetron,1.075083502
Diarrhea,Anti-Diarrheal,0.665698088
Diarrhea,Atropine / diphenoxylate,1.338363524
Diarrhea,Bismuth subsalicylate,0.199709426
Diarrhea,Codeine,0
Diarrhea,Florastor,0.726650062
Diarrhea,Imodium,0.879025291
Diarrhea,Imodium A-D,0.409481547
Diarrhea,Lactobacillus acidophilus,0.204740774
Diarrhea,Lomotil,1.646337913
Diarrhea,Lonox,1.436660727
Diarrhea,Loperamide,0.429556749
Diarrhea,Lotronex,0.810787946
Diarrhea,Octreotide,0.565843375
Diarrhea,Opium,0.97771793
Diarrhea,Paregoric,1.101659219
Diarrhea,Pepto-Bismol,0.470278309
Diarrhea,Raspberry,0.025592597
Diarrhea,Rifaximin,0.590709538
Diarrhea,Saccharomyces boulardii lyo,0.328637003
Diarrhea,Sandostatin,0.232994331
Diarrhea,Xifaxan,1.56572862
"Diarrhea, Acute",Atropine / difenoxin,4.833763146
"Diarrhea, Acute",Imodium,2.328926301
"Diarrhea, Acute",Imodium A-D,3.028926301
"Diarrhea, Acute",Loperamide,2.812574422
"Diarrhea, Chronic",Colesevelam,4.542643151
"Diarrhea, Chronic",Imodium,0.920048189
"Diarrhea, Chronic",Loperamide,3.793667086
"Diarrhea, Chronic",Pepto-Bismol,0.232703757
"Diarrhea, Chronic",Welchol,9.614802617
Dientamoeba fragilis,Paromomycin,5.381302476
Dietary Fiber Supplementation,Inulin,0
Dietary Fiber Supplementation,Metamucil,15.20167786
Dietary Supplementation,Bifidobacterium infantis / lactobacillus acidophilus,0.835672408
Dietary Supplementation,Biotin,1.443393912
Dietary Supplementation,Chondroitin / glucosamine,0.619997382
Dietary Supplementation,CoQ10,3.715608351
Dietary Supplementation,Coenzyme Q10,1.646155598
Dietary Supplementation,Dehydroepiandrosterone,0
Dietary Supplementation,Glucose,0.041871395
Dietary Supplementation,"Hair, Skin & Nails",0.508913543
Dietary Supplementation,MVI Adult,0.021064573
Dietary Supplementation,Magnesium aspartate,0.094066034
Dietary Supplementation,Magnesium gluconate,0.771112841
Dietary Supplementation,Multivitamin,2.043379207
Dietary Supplementation,Omega-3 polyunsaturated fatty acids,1.291630592
Dietary Supplementation,Ortho D,0
Dietary Supplementation,Schiff Move Free,0.470330171
Dietary Supplementation,Ubiquinone,1.934901535
Dietary Supplementation,Zinc gluconate,0.423297154
Diverticulitis,Cipro,2.766466645
Diverticulitis,Ciprofloxacin,0.876337427
Diverticulitis,Flagyl,1.820339409
Diverticulitis,Flagyl IV,0.709350422
Diverticulitis,Metronidazole,1.296370936
Dry Eye Disease,GenTeal,0
Dry Eye Disease,Lacrisert,0.041074538
Dry Eye Disease,Lifitegrast,0.288832918
Dry Eye Disease,Oasis Tears,0.018311991
Dry Eye Disease,Ocular lubricant,0.087254246
Dry Eye Disease,Refresh Liquigel,0
Dry Eye Disease,Systane,0.300540361
Dry Eye Disease,Xiidra,0.274053532
Dry Skin,Ammonium lactate,3.631884989
Dry Skin,Aveeno,0.068442282
Dry Skin,Biafine,0.763594866
Dry Skin,Blistex Lip Balm,0.078338788
Dry Skin,Corn Huskers Lotion,0.231229021
Dry Skin,Eletone,0
Dry Skin,Emollients,0.536392726
Dry Skin,EpiCeram,0.860264834
Dry Skin,Lac-Hydrin,1.768864651
Dry Skin,Lactic acid,0.318164527
Dry Skin,Urea,1.543462734
Dry Skin,X-Viate,2.028344526
Dumping Syndrome,Cholestyramine,26.61630058
Dumping Syndrome,Pamine,9.322315753
Duodenal Ulce,Atropine / hyoscyamine / phenobarbital / scopolamine,1.331396176
Duodenal Ulce,Carafate,14.42163011
Duodenal Ulce,Donnatal,1.830669742
Duodenal Ulce,Famotidine,1.66424522
Duodenal Ulce,Omeprazole / sodium bicarbonate,0.089501445
Duodenal Ulce,Pantoprazole,2.415658402
Duodenal Ulce,Ranitidine,4.493462095
Duodenal Ulce,Sucralfate,9.885832166
Dysautonomia,Alprazolam,2.846956611
Dysautonomia,Ativan,1.432023122
Dysautonomia,Lorazepam,1.432023122
Dysautonomia,Mestinon,0.665477432
Dysautonomia,Midodrine,5.498623637
Dysautonomia,Nortriptyline,0
Dysautonomia,Pyridostigmine,2.112368552
Dysautonomia,Xanax,3.838889507
Dysautonomia,Xanax XR,6.324131837
Dyspareunia,Ospemifene,18.20434934
Dyspareunia,Osphena,5.324676663
Dystonia,Baclofen,1.556431651
Dystonia,Botox,0.721172929
Dystonia,Carbamazepine,0.663518786
Dystonia,Carbatrol,2.163518786
Dystonia,OnabotulinumtoxinA,2.163518786
Dystonia,Tegretol,0.663518786
Dysuria,Azo-Standard,1.055080762
Dysuria,Phenazopyridine,0.698468195
Dysuria,Pyridium,1.443398975
Dysuria,Uricalm,1.205645184
Dysuria,Urispas,0.279163714
Ear Wax Impaction,Carbamide peroxide,1.747166908
